jmpJobID,omlPartGroupID,jmpPartLongDescriptionText,jmpPartShortDescription,completeddate,sellvalue,kw,ls,econ,age,cost,labourhours,GP,GM
18139-01-01,DEHUM,"Nominal 3000 l/s Low Dewpoint Dehumidification Unit complete with

- Galvanised Channel Base Frame
- 50 mm Double Skin PIR Sandwich Panel Cabinet - Thermally broken and weatherproof
- Counterflow Sensible Heat Exchanger for Efficient Precooling and reheat
- CHW Cooling Coil - Stage 1 cooling (76 kW)
- Low Temperature DX Cooling coil - stage 2 cooling - dual circuit DC Inverters (min 65 kW)
- Heating Hot Water Reheat Coil (65 kW)
- Epoxy Coating to all coils
- Stainless Steel condensate trays and SS/Marine Grade Aluminium Fixings
- Ziehl-abegg EC plug SA fans on constant airflow control
- Ziehl-abegg EC Condenser fans - HP controlled
- Mixing section c/w Panel and Deep Ded Filters
- Proprietary Climasync PLC Controls with Modbus TCP or BACnet RS485 Interface
- Remote monitoring is available via VPN if access can be provided by BMS

FIS Mackay with Full Day Onsite Commissioning Assistance



",ACDHUM3-LD                                        ,2021-02-17,88450.0,76.0,3000.0,0,192,66953.1933088,452.25,21496.806691200007,0.24
18135-01-01,PP,"ERV-01
2300 l/s PoolPac Unit with Dual Stage Heating and Cooling
Included Option(s): Modulating Return Air Bypass, DOL Compressor, EC Plug Fans.
SA : 2300 l/s
OA : 2300 l/s
RA : 2300 l/s
",2300 l/s PoolPac Unit                             ,2021-02-15,52100.0,46.0,2300.0,0,194,32341.548105100002,209.0,19758.451894899998,0.38
18270-02-03,PCU,"Low Dewpoint Precise Control Unit 500 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Water Cooled Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change ClimaSync",Low Dewpoint Precise Control Unit 1000 L/s        ,2021-03-19,41012.0,10.0,500.0,0,162,29634.1292572,254.75,11377.870742800002,0.28
18033-01-01,PP,"6500 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 6500 l/s; OA : 6500 l/s; RA : 6500 l/s

- Galvanised Channel Base Frame
- 50 mm PIR Sandwich Panel Construction - internally finished with Corrosion Resistant Paint
- Ziehl-abegg EC Plug fans with composite Impellers - Air volume or duct pressure controlled
- Viewport fitted to fan sections
- Internal lighting to fan and Heat exchanger section
- Dual Staged Compressors - Reverse Cycle
- Corrosion Treated DX Coils - Epoxy
- Bypass dampers for recirculation/warm-up - incl factory fitted actuators
- Internal Corrosion Resistant Treatment to suit Pool Environment
- Proprietary Counterflow, Sensible Only Heat Exchanger - c/w Aluminium PDC Condensate tray

Filter Plenum is priced seperately as an option 

Price Includes Minimum 1 off Full day Onsite Commissioning Assistance",6500 l/s PoolPac Unit                             ,2021-02-10,80000.0,130.0,6500.0,0,199,58117.6897894,146.0,21882.3102106,0.27
18033-01-02,PP,"6500 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 6500 l/s; OA : 6500 l/s; RA : 6500 l/s

- Galvanised Channel Base Frame
- 50 mm PIR Sandwich Panel Construction - internally finished with Corrosion Resistant Paint
- Ziehl-abegg EC Plug fans with composite Impellers - Air volume or duct pressure controlled
- Viewport fitted to fan sections
- Internal lighting to fan and Heat exchanger section
- Dual Staged Compressors - Reverse Cycle
- Corrosion Treated DX Coils - Epoxy
- Bypass dampers for recirculation/warm-up - incl factory fitted actuators
- Internal Corrosion Resistant Treatment to suit Pool Environment
- Proprietary Counterflow, Sensible Only Heat Exchanger - c/w Aluminium PDC Condensate tray

Filter Plenum is priced seperately as an option 

Price Includes Minimum 1 off Full day Onsite Commissioning Assistance",6500 l/s PoolPac Unit                             ,2021-02-18,80000.0,130.0,6500.0,0,191,57331.5191894,133.5,22668.4808106,0.28
18270-02-04,PCU,"Low Dewpoint Precise Control Unit 500 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Water Cooled Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change ClimaSync",Low Dewpoint Precise Control Unit 1000 L/s        ,2021-03-19,41012.0,10.0,500.0,0,162,27620.7384114,219.25,13391.261588599999,0.33
18270-02-05,PCU,"Low Dewpoint Precise Control Unit 500 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Water Cooled Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change ClimaSync",Low Dewpoint Precise Control Unit 1000 L/s        ,2021-03-19,41012.0,10.0,500.0,0,162,28356.2480077,232.0,12655.7519923,0.31
18270-02-02,PCU,"Low Dewpoint Precise Control Unit 500 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Water Cooled Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change ClimaSync",Low Dewpoint Precise Control Unit 1000 L/s        ,2021-03-19,41012.0,10.0,500.0,0,162,21572.70835,162.75,19439.29165,0.47
18033-02-01,ERVCO,"1500 l/s Heat Recovery Ventilator complete with
- Galvanised Channel Base Frame
- 50 mm PIR Sandwich Panel Construction
- Ziehl-abegg EC Plug fans with composite Impellers - 0-10 VDC input from BMS
- Corrosion Treated Hot Water Coil - selected to duty
- Internal space for provision of heating coil
- Internal Corrosion Resistant Treatment to suit Pool Environment
- Proprietary Counterflow, Sensible Only Heat Exchanger - c/w Aluminium PDC Condensate tray

Filter Plenum is priced seperately as an option ",1500 l/s ERV Unit with EC Plug Fan                ,2021-02-18,14200.0,30.0,1500.0,0,191,11661.28,8.0,2538.7199999999993,0.18
18175-01-01,PCU,"AC-K010-11: 1 off PCU-N-D 5
540 l/s Humidity control unit includes:
- Double-skinned 50mm PIR Sandwich Panel Cabinet (weatherproof)
- Dual DC Inverter Compressors.  Lead Compressor with 3-way modulating reheat
- Packaged condenser with reverse cycle
- EC plug supply fan c/w proprietary air volume controller
- Factory Control System with HLI or MODBUS TCP interface including:
          - Room temp/humidity sensor and temp adjustment interface (enable required by BMS)
          - Internal temp sensors as required for cooling/heating/dehumidification/humidification control
          - Digital outputs to enable electric heater and humidifier and analogue outputs to control them
- Filter/mixing section including G4 Panel + F5 bag filters (excludes dampers)
- Stainless steel drain trays
- Half day manufacturers commissioning assistance
- Freight to site
",Low Dewpoint Precise Control Unit 1000 L/s        ,2021-03-03,43150.0,10.8,540.0,0,178,40987.91623549999,343.0,2162.0837645000065,0.05
18209-02-01,PP,"3200 l/s PoolPac Unit with Dual Stage Heating and Cooling.

SA : 3200 l/s
OA : 3200 l/s
RA : 3200 l/s

Standard Specification
Refrigeration: 
- Reverse cycle
- Hot Gas de-ice
- Corrosion resistant coil fin
- TX value.

Compressor Type: Dual Stage DOL
Cabinet: 50 mm sandwich panel with UV treated PVC joiners with thermal and noise barrier.
Fans & Motors: EC fans as standard.

Filter Selection not included: filters to be mounted in RA & OA solid ductwork.
",3200 l/s PoolPac Unit                             ,2021-02-18,52980.0,64.0,3200.0,0,191,32458.4374369,241.5,20521.5625631,0.39
18239-01-01,DEHUM,"1200 l/s DX Preconditioner
Unit Includes:
- 80% efficient sensible-only heat exchanger
- Double-skinned 50mm PIR sandwich panel cabinet
- Stainless Steel drain trays
- Corrosion treated coils
- EC plug fans
- Factory controls package
- Deep bed filters
",ACDHUM2-D                                         ,2021-02-18,42462.0,24.0,1200.0,1,191,29569.7265314,206.0,12892.2734686,0.3
18203-01-01,PP,"Hydrotherapy Pool
2000 L/s PoolPac Unit with Dual Stage Heating and Cooling.

SA : 2000 l/s
OA : 2000 l/s
RA : 2100 l/s

Includes:
- 80% efficient sensible only counterflow non-metallic plate heat exchanger
- Reverse Cycle
- Hot Gas de-Ice
- Corrosion resistant coil fin
- TX valve
- DOL compressor
- EC plug fans and CPG constant volume fan speed controllers
- 50 mm PIR coolroom panel construction (r=2.63)
",2000 l/s PoolPac Unit                             ,2021-03-04,41000.0,42.0,2100.0,0,177,26729.3693579,214.75,14270.6306421,0.35
18243-01-01,RTP,"45 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling.

Included Options:
- Sensible Media only
- Economy Cycle
- Modulating Return Air Bypass
- EC Plug Fans
- BLDC Inverter Compressor
- Factory Programmed PLC c/w sensors and HLI

SA : 1825 L/s
OA : 1100 L/s
RA : 1825 L/s
",45 kW Rooftop Packaged Unit With Economy Cycle    ,2021-03-22,37000.0,45.0,1825.0,1,159,29508.299144700002,204.0,7491.700855299998,0.2
18279-01-01,PP,"750 l/s PoolPac Unit with Single Stage Heating and Cooling.
BLDC Compressor",750 l/s PoolPac Unit                              ,2021-03-30,25291.0,15.0,750.0,0,151,17266.0074162,132.25,8024.992583800002,0.32
18278-01-01,PP,"750 l/s PoolPac Unit with Single Stage Heating and Cooling.
BLDC Compressor",750 l/s PoolPac Unit                              ,2021-03-30,25291.0,15.0,750.0,0,151,17776.2507677,140.0,7514.749232300001,0.3
18069-08-17,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 125 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity modulation
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit  ,2021-02-01,55829.0,125.0,11200.0,1,208,43768.260099299994,116.5,12060.739900700006,0.22
18069-08-18,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 125 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity modulation
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit  ,2021-02-24,55829.0,125.0,11200.0,1,185,50265.841676899996,207.0,5563.158323100004,0.1
18069-08-20,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 125 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity modulation
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit  ,2021-03-02,55829.0,125.0,11200.0,1,179,47737.1235025,204.25,8091.876497500001,0.14
18069-08-19,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 125 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity modulation
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit  ,2021-02-25,55829.0,125.0,11200.0,1,184,45547.19798289999,145.5,10281.80201710001,0.18
18069-09-14,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 145 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit w,2021-03-12,57929.0,145.0,11200.0,1,169,48086.30430470001,189.75,9842.69569529999,0.17
18069-08-21,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 125 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity modulation
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit  ,2021-03-03,55829.0,125.0,11200.0,1,178,50211.384972500004,245.5,5617.615027499996,0.1
18069-09-15,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 145 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit w,2021-03-17,57929.0,145.0,11200.0,1,164,46067.61977989999,160.0,11861.380220100007,0.2
18383-01-01,ERVCO,"4000 l/s Energy Recovery Ventilator Unit
Included options: Single Row HHW Coil, EC Plug Fans (factory wired throughout unit), Corrosion Resitance for Pool Environments
SA : 4000 l/s
OA : 4000 l/s
RA : 4000 l/s",4000 l/s Energy Recovery Ventilator Unit          ,2021-03-30,35905.0,80.0,4000.0,0,151,27204.379524299995,191.0,8700.620475700005,0.24
18266-03-01,RTP,"52 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Inverter Compressors
Option(s) : Economy Cycle
SA : 2300 l/s
OA : 2300 l/s
RA : 2300 l/s
",52 kW Rooftop Packaged Unit With Economy Cycle    ,2021-04-06,71000.0,52.0,2300.0,1,144,38107.83668020001,240.75,32892.16331979999,0.46
18069-08-22,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 125 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity modulation
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit  ,2021-03-15,55829.0,125.0,11200.0,1,166,45646.944439700004,162.25,10182.055560299996,0.18
18306-03-01,PCU,"PCU-R2-3: 1 off PCU-N-D 40-SC
4480 l/s Custom Build DX Packaged Unit
Unit Inclusions per above PCU-N-D 30-SC.

",PCU-N-D 40                                        ,2021-04-22,81000.0,89.6,4480.0,0,128,66954.6080162,431.5,14045.3919838,0.17
18306-02-01,PCU,"PCU-R2-5: 1 off PCU-N-D 30-SC
2590 l/s Custom Build DX Packaged Unit
Unit Includes:
- Galvanised Channel Base Frame
- Double Skin PIR Sandwich Panel Cabinet c/w colorbond coating - weatherproof
- EC Plug Indoor Fan - c/w Proprietary air volume control
- EC Axial Condenser fans - HP/LP control and derating under high ambient
- Epoxy Coated OA Precon and Main Evaporator Coil (no reheat coil)
- Brushless DC Inverter Compressors
- All fixings SS or marine grade aluminium
- Filter/Mixing Section including OA, RA Dampers and actuators (non-spring return type) and Deep Bed Filters
- Proprietary Climasync Controls complete with BACnet HLI (requires enable by others)
",PCU-N-D 30                                        ,2021-04-20,64000.0,51.8,2590.0,1,130,48662.57733179999,315.25,15337.422668200008,0.24
18306-01-01,PCU,"PCU-R2-2: 1 off PCU-N-D 5
415 l/s Custom Build DX Packaged Unit
Unit Includes:
- Galvanised Channel Base Frame
- Double Skin PIR Sandwich Panel Cabinet c/w colorbond coating - weatherproof
- EC Plug Indoor Fan - c/w Proprietary air volume control
- EC Axial Condenser fans - HP/LP control and derating under high ambient
- Epoxy Coated OA Precon, Main Evaporator Coil and reheat coil
- Brushless DC Inverter Compressors
- All fixings SS or marine grade aluminium
- Filter/Mixing Section including OA, RA Dampers and actuators (non-spring return type) and Deep Bed Filters
- Proprietary Climasync Controls complete with BACnet HLI (requires enable by others)
",PCU-N-D 5                                         ,2021-04-22,37000.0,8.3,415.0,1,128,34926.8831359,229.5,2073.1168640999967,0.06
18387-01-01,PP,"1000 l/s PoolPac Unit with Single Stage Heating and Cooling
BLDC Variable Speed Compressor
",1000 l/s PoolPac Unit                             ,2021-04-07,25140.0,20.0,1000.0,0,143,21556.2572886,182.25,3583.7427113999984,0.14
18069-08-23,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 125 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity modulation
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit  ,2021-03-18,55829.0,125.0,11200.0,1,163,43165.68322489999,127.75,12663.316775100007,0.23
18353-01-01,RTP,"125 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling

1. Inverter compressor
2. Enthalpy type HX
3. Economy cycle
4. CO2 mode with CO2 sensor
5. EC plug fan",125 kW Rooftop Packaged Unit With Economy Cycle   ,2021-05-11,89205.0,125.0,6250.0,1,109,57885.36734170001,325.75,31319.63265829999,0.35
18069-09-06,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 145 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit w,2021-03-25,57929.0,145.0,11200.0,1,156,45637.79783989999,154.75,12291.202160100009,0.21
18244-01-01,PP,"6500 l/s PoolPac Unit with Dual Stage Heating and Cooling
",6500 l/s PoolPac Unit                             ,2021-05-07,86920.0,130.0,6500.0,0,113,67159.345107,406.75,19760.654893,0.23
18302-01-01,PCU,"2300 l/s Low Dewpoint Precise Control Unit 
Inclusions;
1.	BLDC inverter compressor.
2.	EC plug fan for supply air.
3.	EC Condenser fan.
4.	Electronic expansion valve.
5.	Head pressure control.
6.	Integrated control and touch screen controller.
7.	BMS HLI
8.	Hot Water  Coil.

- Unit doesn't include DX reheat Coil.
",Low Dewpoint Precise Control Unit 2000 L/s        ,2021-05-17,47500.0,46.0,2300.0,0,103,63730.3425438,399.0,-16230.342543799998,-0.34
18302-01-02,PCU,"2300 l/s Low Dewpoint Precise Control Unit 
Inclusions;
1.	BLDC inverter compressor.
2.	EC plug fan for supply air.
3.	EC Condenser fan.
4.	Electronic expansion valve.
5.	Head pressure control.
6.	Integrated control and touch screen controller.
7.	BMS HLI
8.	Hot Water  Coil.

- Unit doesn't include DX reheat Coil.
",Low Dewpoint Precise Control Unit 2000 L/s        ,2021-05-12,47500.0,46.0,2300.0,0,108,61167.3429344,369.0,-13667.342934400003,-0.29
18069-09-07,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 145 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit w,2021-03-25,57929.0,145.0,11200.0,1,156,43638.29783989999,122.5,14290.702160100009,0.25
17742-02-01,ERVCO,"PAC-08-01
3000 l/s Energy Recovery Ventilator Unit
Included Option(s): EC Plug fan, HHW coil, Corrosion Resistant
SA : 3000 l/s @ 300Pa ESP
OA : 3000 l/s
RA : 3000 l/s @ 300Pa ESP",3000 l/s Energy Recovery Ventilator Unit          ,2021-04-14,25700.0,60.0,3000.0,0,136,15953.193769099998,113.0,9746.806230900002,0.38
18069-09-08,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 145 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit w,2021-03-29,57929.0,145.0,11200.0,1,152,44427.433974,127.5,13501.566026,0.23
18158-01-01,RTP,"52 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Inverter Compressors
Option(s) : Economy Cycle
SA : 2300 l/s
OA : 2300 l/s
RA : 2300 l/s
",52 kW Rooftop Packaged Unit With Economy Cycle    ,2021-05-18,39818.0,52.0,2300.0,1,102,35354.2845651,218.5,4463.7154348999975,0.11
18069-08-12,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 125 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity modulation
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit  ,2021-04-07,55829.0,125.0,11200.0,1,143,49305.42924179999,186.95,6523.5707582000105,0.12
18069-08-11,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 125 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity modulation
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit  ,2021-04-06,55829.0,125.0,11200.0,1,144,46642.073789,180.25,9186.926210999998,0.16
18069-09-10,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 145 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit w,2021-04-15,57929.0,145.0,11200.0,1,135,46019.66066360001,119.85,11909.339336399993,0.21
18069-09-09,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 145 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit w,2021-04-08,57929.0,145.0,11200.0,1,142,47324.3928868,140.85,10604.6071132,0.18
18069-09-11,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 145 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit w,2021-04-21,57929.0,145.0,11200.0,1,129,47171.187844700005,138.75,10757.812155299995,0.19
18069-08-13,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 125 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity modulation
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit  ,2021-04-16,55829.0,125.0,11200.0,1,134,45586.8031986,126.85,10242.196801400001,0.18
18270-01-06,PCU,"Low Dewpoint Precise Control Unit 1500 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Water Cooled Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change ClimaSync",Low Dewpoint Precise Control Unit 1500 L/s        ,2021-05-14,56544.0,30.0,1500.0,0,106,34555.6093654,232.75,21988.3906346,0.39
18069-08-16,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 125 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity modulation
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit  ,2021-04-29,55829.0,125.0,11200.0,1,121,45591.361192899996,125.25,10237.638807100004,0.18
18270-01-03,PCU,"Low Dewpoint Precise Control Unit 1500 L/s
Options included: EC plug fans
                          Dual Refrigerant Circuit
                          Water Cooled Condenser
                          Inverter Compressors
                          Reheat Coil
                          Air Change ClimaSync",Low Dewpoint Precise Control Unit 1500 L/s        ,2021-06-02,56544.0,30.0,1500.0,0,87,35758.23699609999,266.5,20785.763003900007,0.37
18069-08-15,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 125 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity modulation
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit  ,2021-04-28,55829.0,125.0,11200.0,1,122,48009.361192899996,164.25,7819.638807100004,0.14
18069-08-14,RTP,"Supply Air: 9500-11200 l/s Rooftop Packaged Unit with Economy Cycle
Cooling capacity = 125 KW

Inclusions;
-One circuit with 2X tandem fixed speed compressors
-One circuit with 2X BLDC inverter compressor for capacity modulation
-Epoxy coated coils
-PU double skin panel for supply air chamber powder coated
-1.6 mm powder coated condenser section
-Refrigeration leak detection is excluded
-EBM EC Plug Fan or equivalent
-CO2 Control , CO2 sensor included
-BACnet/MSTP protocol

",Supply Air: 9500-11200 l/s Rooftop Packaged Unit  ,2021-04-22,55829.0,125.0,11200.0,1,128,47682.966189700004,159.0,8146.033810299996,0.15
